1005_leenham.java;0;533_tarptaeya.java;100.0;1;230_goodluck_yh2018.java;100.0;2;961_wangpandada.java;100.0;3;208_XuhuiWang.java;100.0;
1008_FreeMonad.java;4;116_2499370956.java;100.0;5;1014_linweijie.java;100.0;6;1011_jason_wong1.java;100.0;7;269_xiecsss.java;100.0;8;268_sleeping-i.java;100.0;9;262_hhhhkkkkkk.java;100.0;10;210_BlahBlah13.java;100.0;11;204_ffutop.java;100.0;12;194_shopkin.java;100.0;13;189_fighting_for_flag.java;100.0;14;159_tian-tang-6.java;100.0;15;448_Usain.java;100.0;16;421_lwh14710.java;100.0;17;411_Tanguilol.java;100.0;18;408_zuihulu.java;100.0;19;392_eastflag.java;100.0;20;382_litall.java;100.0;21;366_KKKXY.java;100.0;22;347_binglelove.java;100.0;23;341_thedesalizes.java;100.0;24;33_stormsunshine.java;100.0;25;312_sufferingstriver.java;100.0;26;29_daodao-2.java;100.0;27;295_payall4u.java;100.0;28;290_66bro.java;100.0;29;279_necoramen.java;100.0;
