92_simpleson.py;0;57_sunjc-3.py;100.0;
43_helloworld-253.py;1;69_kokocici.py;91.6;2;35_tommyjiang.py;58.3;3;17_please_AC.py;62.9;4;25_xi-jun-xiao-zi.py;54.2;5;97_nocilantro.py;51.6;6;64_michael-2.py;41.3;
25_xi-jun-xiao-zi.py;7;97_nocilantro.py;64.5;8;69_kokocici.py;54.2;9;54_Yuzu_sofa.py;44.8;
69_kokocici.py;10;97_nocilantro.py;51.6;11;64_michael-2.py;44.8;12;17_please_AC.py;44.4;
58_fanzhh.py;13;21_ghouyl-2.py;42.8;
17_please_AC.py;14;64_michael-2.py;44.4;15;35_tommyjiang.py;48.1;
83_linsinn.py;16;42_yuuki.py;41.6;17;14_lostleaf.py;43.3;18;48_n2hawk.py;33.3;
48_n2hawk.py;19;8_laekov_prc.py;41.3;20;24_jules-megumi.py;34.2;21;42_yuuki.py;33.3;
90_regiusquant.py;22;65_miacxj.py;36.1;
