505_bl2003.java;0;122_sevenlol.java;100.0;1;598_xiaojian9527.java;97.2;2;461_iejepwy.java;89.1;3;212_Aircy.java;91.8;4;664_dcli.java;81.0;5;375_z123k3.java;78.7;
290_YuhanWu.java;6;425_luo122174088.java;97.4;7;600_i30361.java;82.5;8;212_Aircy.java;77.5;
122_sevenlol.java;9;598_xiaojian9527.java;97.2;10;461_iejepwy.java;89.1;11;212_Aircy.java;91.8;12;664_dcli.java;81.0;13;375_z123k3.java;78.7;
461_iejepwy.java;14;664_dcli.java;97.2;15;598_xiaojian9527.java;81.0;16;212_Aircy.java;75.6;
598_xiaojian9527.java;17;212_Aircy.java;90.0;
322_cloudstrife0142.java;18;575_liusandao.java;85.7;19;507_tblaliang.java;80.0;
350_gaoshuhua1956.java;20;125_megaspazz.java;90.0;
404_jonasliu.java;21;271_fanstyle.java;85.4;22;701_sneakyburro.java;80.0;
701_sneakyburro.java;23;699_water4ye.java;77.7;24;271_fanstyle.java;75.5;
624_haroldli.java;25;249_kazuya-w.java;82.9;
588_nanotrt2333.java;26;288_Centurion7.java;78.7;
443_BingleLove.java;27;165_anhpp.java;75.8;
690_Hughstudy.java;28;600_i30361.java;80.9;
425_luo122174088.java;29;384_Final20.java;94.8;
