53_superj.cpp;0;18_he-yu-am.cpp;67.5;1;23_Megumi-cs.cpp;32.4;2;74_Grave_Me_Gray_For_You.cpp;35.1;
31_AMline.cpp;3;15_jtjl.cpp;59.4;4;28_xaviercai.cpp;42.4;5;80_newhar.cpp;32.4;
60_aging.cpp;6;28_xaviercai.cpp;60.6;7;39_vipjml.cpp;30.7;
11_tutousi.cpp;8;13_darrenhp.cpp;55.5;9;73_zyyyyy-25.cpp;32.5;10;62_jian-liao.cpp;35.0;11;80_newhar.cpp;32.5;12;68_hongyunyan.cpp;35.0;
80_newhar.cpp;13;42_yuuki.cpp;57.1;14;13_darrenhp.cpp;55.5;15;39_vipjml.cpp;35.7;16;73_zyyyyy-25.cpp;29.2;
42_yuuki.cpp;17;33_donghy-2.cpp;42.0;18;4_zerotrac2.cpp;35.8;
13_darrenhp.cpp;19;39_vipjml.cpp;41.6;20;73_zyyyyy-25.cpp;36.1;
87_YW_WY.cpp;21;77_csdu-gou.cpp;38.2;29;50_zdragon.cpp;35.2;
34_zscnash.cpp;23;15_jtjl.cpp;35.7;24;36_LighTcml.cpp;34.1;25;27_ZhuolinYang.cpp;31.8;
96_caozl-2.cpp;26;63_wayuze.cpp;35.8;
30_scut_dell.cpp;27;4_zerotrac2.cpp;33.3;28;36_LighTcml.cpp;29.2;
77_csdu-gou.cpp;22;76_mskadr.cpp;32.4;
