9_arignote.java;0;639__daredevil_.java;93.3;1;136_pvtuan10.java;92.9;2;129_elvinyang.java;87.7;3;280_huntersjm.java;86.9;4;294_cyhw.java;85.8;5;535_ZhengWang.java;85.0;6;367_nickee1942.java;81.9;
626_DavidElaine.java;7;546_prem_cse.java;91.2;8;162_BingleLove.java;81.3;
639__daredevil_.java;9;136_pvtuan10.java;91.1;10;294_cyhw.java;85.0;11;535_ZhengWang.java;84.2;12;129_elvinyang.java;83.4;13;367_nickee1942.java;82.1;14;521_ChelsieZ.java;81.4;
561_madman_ff.java;15;190_anhpp.java;90.5;
89_guoyihua.java;16;415_Anonymous_User.java;88.6;
478_pop_w881.java;17;466_abhigyankole.java;87.9;
579_zac4.java;18;367_nickee1942.java;86.8;
294_cyhw.java;19;136_pvtuan10.java;86.6;20;535_ZhengWang.java;86.2;21;85_happyleetcode.java;82.6;
136_pvtuan10.java;22;521_ChelsieZ.java;85.8;23;129_elvinyang.java;81.5;
496_stonecr0wn.java;24;125_2499370956.java;85.1;
400_changeme.java;25;269_frankkkkk.java;83.0;26;175_rohan101.java;81.4;
571_alexDeepspace.java;27;484_ydylwj23.java;82.2;
286_Googlehsiehh.java;28;194_xianglaniunan.java;81.9;29;142_hao102.java;81.6;
