1009_MrRedible.cpp;0;219_Speedy.cpp;100.0;1;26_sas4eka.cpp;100.0;2;152_quangvn2508.cpp;100.0;3;737_dragonlogin.cpp;100.0;4;868_ForGive.cpp;100.0;5;675_mnizy.cpp;100.0;6;293_hungwei728.cpp;100.0;7;302_magonmonkey.cpp;100.0;8;357_ckevinyu.cpp;100.0;9;880_madlulz.cpp;100.0;10;137_sammochen.cpp;100.0;
10_y0105w49.cpp;11;135_lucifer1004.cpp;100.0;12;134_Rayleigh0328.cpp;100.0;13;940_ayush9968.cpp;100.0;14;892_remidinishanth.cpp;100.0;15;884_xyxx.cpp;100.0;16;784_satyambansal183.cpp;100.0;17;699_zhangwenyao.cpp;100.0;18;687_Over-Lord.cpp;100.0;19;545_Emyc.cpp;100.0;20;361_daren.cpp;100.0;21;19_besieger.cpp;100.0;
930_purifier1990.cpp;22;104_charlie_wang1029.cpp;100.0;
749_mayank8019.cpp;23;1019_vok8.cpp;100.0;
110_wnjxyk.cpp;24;692_IHR57.cpp;100.0;25;57_zqy1018.cpp;100.0;26;453_alyosha.cpp;100.0;27;404_zyyyyy-25.cpp;100.0;28;27_tdteach.cpp;100.0;29;216_libricardo.cpp;100.0;
