475_aguin.cpp;0;110_wnjxyk.cpp;96.9;1;14_huzecong.cpp;86.8;
176_pkucoin.cpp;2;398_panpeng.cpp;95.5;3;96_steiner.cpp;84.3;4;630_WillWang98.cpp;79.3;
143_Akatsuki_.cpp;5;639_wangdh15.cpp;91.0;6;25_fdironia.cpp;80.3;7;932_BeckoninGshy.cpp;77.6;8;630_WillWang98.cpp;77.1;
90_supermatthew.cpp;9;594_cowtony.cpp;88.0;
14_huzecong.cpp;10;110_wnjxyk.cpp;84.1;
58_wyj20154348.cpp;11;4_cuiaoxiang.cpp;83.6;
828_csdu-gou.cpp;12;737_dragonlogin.cpp;83.3;
209_killer_z.cpp;13;151_yang12138.cpp;82.7;14;29_huangyuyang.cpp;77.3;
777_prvnagr.cpp;15;352_No_Name.cpp;82.6;
68_cai_lw.cpp;16;135_lucifer1004.cpp;80.0;
25_fdironia.cpp;17;630_WillWang98.cpp;79.6;18;279_tomarint.cpp;78.8;19;932_BeckoninGshy.cpp;77.0;20;639_wangdh15.cpp;76.9;
61_lozy219.cpp;21;491_134631456.cpp;79.5;
398_panpeng.cpp;22;783_zuomingzh.cpp;79.1;23;630_WillWang98.cpp;78.1;
880_madlulz.cpp;24;340_contestonly.cpp;78.5;
699_zhangwenyao.cpp;25;417_haidixiansheng2020.cpp;77.5;26;917_alanlius.cpp;77.2;
773_mike-meng.cpp;27;604_John_Ran.cpp;77.3;
639_wangdh15.cpp;28;204_jiangyanerpang.cpp;77.1;
718_KiligQ.cpp;29;26_sas4eka.cpp;77.0;
