475_aguin.cpp;0;110_wnjxyk.cpp;100.0;1;14_huzecong.cpp;89.8;
176_pkucoin.cpp;2;398_panpeng.cpp;97.0;3;96_steiner.cpp;92.5;4;630_WillWang98.cpp;84.7;
143_Akatsuki_.cpp;5;639_wangdh15.cpp;92.4;6;25_fdironia.cpp;82.8;7;932_BeckoninGshy.cpp;79.4;8;630_WillWang98.cpp;83.0;
90_supermatthew.cpp;9;594_cowtony.cpp;92.5;
14_huzecong.cpp;10;110_wnjxyk.cpp;89.8;
58_wyj20154348.cpp;11;4_cuiaoxiang.cpp;86.0;
828_csdu-gou.cpp;12;737_dragonlogin.cpp;83.3;
209_killer_z.cpp;13;151_yang12138.cpp;87.7;14;29_huangyuyang.cpp;77.7;
777_prvnagr.cpp;15;352_No_Name.cpp;92.5;
68_cai_lw.cpp;16;135_lucifer1004.cpp;82.5;
25_fdironia.cpp;17;630_WillWang98.cpp;83.0;18;279_tomarint.cpp;84.3;19;932_BeckoninGshy.cpp;81.2;20;639_wangdh15.cpp;78.1;
61_lozy219.cpp;21;491_134631456.cpp;80.0;
398_panpeng.cpp;22;783_zuomingzh.cpp;79.7;23;630_WillWang98.cpp;84.7;
880_madlulz.cpp;24;340_contestonly.cpp;78.5;
699_zhangwenyao.cpp;25;417_haidixiansheng2020.cpp;78.0;26;917_alanlius.cpp;78.8;
773_mike-meng.cpp;27;604_John_Ran.cpp;78.7;
639_wangdh15.cpp;28;204_jiangyanerpang.cpp;81.8;
718_KiligQ.cpp;29;26_sas4eka.cpp;78.4;
