103_npuzj.cpp;0;163_eureka17.cpp;100.0;1;176_balakrishnan_v.cpp;100.0;2;359_acw_wangdh15.cpp;100.0;3;2_sevenkplus.cpp;100.0;4;198_dacdodinh99.cpp;100.0;5;221_facelessvoid.cpp;100.0;6;732_swss123.cpp;100.0;7;688_u3434555.cpp;100.0;8;63_9pm.cpp;100.0;9;531_maozaozao1.cpp;100.0;10;528_lucifer1004.cpp;100.0;11;498_zyxwvu164.cpp;100.0;12;496_smga.cpp;100.0;13;44_y0105w49.cpp;100.0;14;131_nhho.cpp;100.0;
10_jtjl.cpp;15;395_EHorizon.cpp;100.0;16;388_penukonda.cpp;100.0;17;387_yh_victor.cpp;100.0;18;37_wnjxyk.cpp;100.0;19;354_noanoa.cpp;100.0;20;352_lkh1018.cpp;100.0;21;34_hank55663.cpp;100.0;22;329_fred163.cpp;100.0;23;320_aaryans.cpp;100.0;24;261_FlyingEggplant.cpp;100.0;25;259_xm45.cpp;100.0;26;192_81100118.cpp;100.0;27;17_HanaYukii.cpp;100.0;28;171_dexterdreeeam.cpp;100.0;29;158_kkgmig29.cpp;100.0;
