168_dj2014.py;0;394__aayush_.py;62.9;1;400_ye15.py;51.5;2;320_it_boy94.py;48.5;3;342_shinan88888.py;48.6;4;203_forresty.py;48.8;
70_silmue.py;5;172_please_AC.py;60.2;
170_lijinglun.py;6;342_shinan88888.py;60.7;7;258_zdu011.py;60.6;8;30_apoi2333.py;56.2;9;400_ye15.py;52.5;10;24_yqzh.py;46.4;
63_Jy_Tan.py;11;47_delphih.py;67.8;12;385_KevinFederline.py;46.9;13;400_ye15.py;48.8;14;337_morcanie.py;51.1;
75_atf.py;15;183_mkawa222.py;56.7;
342_shinan88888.py;16;320_it_boy94.py;55.2;17;47_delphih.py;52.2;18;383_bpnew1.py;45.6;
394__aayush_.py;19;258_zdu011.py;50.5;20;400_ye15.py;49.4;21;338_silvertint10.py;47.2;
385_KevinFederline.py;22;310_pluto_is_a_planet.py;50.6;
339_Hexadecimal.py;23;163_chuan-chih.py;49.2;
206_jazzcat.py;24;129_tanakat01.py;46.5;
47_delphih.py;25;337_morcanie.py;46.0;
338_silvertint10.py;26;258_zdu011.py;47.4;
286_meiyiyan.py;27;175_BrWang.py;47.0;
400_ye15.py;28;203_forresty.py;45.5;
24_yqzh.py;29;243_qzane.py;45.1;
