103_zgurbuz.java;0;136_pvtuan10.java;100.0;1;175_rohan101.java;100.0;2;157_martin20150405.java;100.0;3;269_frankkkkk.java;100.0;4;367_nickee1942.java;100.0;5;335_calcsaransh.java;100.0;6;563_ljr1226.java;100.0;7;548_rajeshtomar.java;100.0;8;513_bking2015.java;100.0;9;497_Wei_YN_.java;100.0;10;496_stonecr0wn.java;100.0;11;481_del_kun.java;100.0;12;466_abhigyankole.java;100.0;13;243_pcheng13.java;100.0;14;691_BeetFarmer.java;100.0;15;689_mojito-1.java;100.0;16;639__daredevil_.java;100.0;17;626_DavidElaine.java;100.0;18;614_puru_cat.java;100.0;19;604_xu42.java;100.0;20;603_aliengod.java;100.0;21;599_Sun_WuKong.java;100.0;22;129_elvinyang.java;100.0;
115_uwi.java;23;465_FelixWang_.java;100.0;24;45_luo122174088.java;100.0;25;445_moc.java;100.0;26;440_chenwei713.java;100.0;27;337_nagabhushan.java;100.0;28;246_kenzo.java;100.0;29;222_nirvana_rsc.java;100.0;
