236_moontree-3.py;0;132_jhlv.py;83.3;1;474_jarvis-r.py;73.3;2;234_kariters.py;36.3;3;5_han3000.py;30.0;4;317_csc147.py;24.1;5;331_xie-zi-lai-lai.py;21.5;
474_jarvis-r.py;6;132_jhlv.py;74.1;7;234_kariters.py;35.2;8;5_han3000.py;30.7;9;317_csc147.py;26.6;10;331_xie-zi-lai-lai.py;23.8;11;270_beyourlight.py;20.1;
331_xie-zi-lai-lai.py;12;234_kariters.py;46.5;13;299_bdts.py;34.1;14;317_csc147.py;32.3;15;270_beyourlight.py;28.7;16;5_han3000.py;21.0;17;132_jhlv.py;20.8;
234_kariters.py;18;132_jhlv.py;35.2;19;270_beyourlight.py;22.6;20;5_han3000.py;20.6;21;317_csc147.py;19.6;22;299_bdts.py;19.2;
5_han3000.py;23;132_jhlv.py;30.7;24;317_csc147.py;24.0;25;299_bdts.py;17.9;
317_csc147.py;26;270_beyourlight.py;27.2;27;132_jhlv.py;23.3;28;299_bdts.py;18.6;
444_shan-ling-da-ma.py;29;346_vuuihc.py;18.1;
