390_xiao_tian_SVIP.cpp;0;248_sheep-n.cpp;98.7;1;115_nichenametla.cpp;76.5;
636_fei-xu-w.cpp;2;628_roastingclub.cpp;92.6;
984_pjssaber.cpp;3;21_zqy1018.cpp;90.9;
659_weiting-4.cpp;4;402_levyjeng.cpp;88.8;
877_udayreddy2001.cpp;5;558_wei-2r5e.cpp;81.8;6;849_zhangyi4399-UiXZXzmciK.cpp;71.4;
822_ronosol.cpp;7;814_noobqxy.cpp;81.0;
346_prakhargupta456.cpp;8;181_yurikaka.cpp;79.0;
61_cuiaoxiang.cpp;9;314_Ujimatsu_Chiya.cpp;78.6;10;242_SuperWhw.cpp;73.0;11;11_t3tri5.cpp;72.4;
755_LoveWX.cpp;12;261_zoulc.cpp;78.1;
99_tom0727.cpp;13;411_panpeng.cpp;77.6;
185_CosmicWolf.cpp;14;694_lihaoxuan-d.cpp;77.3;15;769_newhar.cpp;75.3;
338_eshavlyugin.cpp;16;108_GOOD_0001.cpp;76.0;
248_sheep-n.cpp;17;115_nichenametla.cpp;75.6;
784_sky_io.cpp;18;450_acvv_ssssssssssssp-offer.cpp;75.0;
743_wo-tai-nan-liao-19.cpp;19;430_fatalme.cpp;74.0;
13_lbjlc.cpp;20;276_CSUwangj.cpp;74.0;21;960_poser.cpp;73.4;
793_YannYang.cpp;22;788_norikame.cpp;73.8;
19_WJTung.cpp;23;1010_bluebear2.cpp;73.2;24;673_Acepted.cpp;72.7;
879_void_zero.cpp;25;36_hank55663.cpp;73.0;
440_beatyesterdayJ.cpp;26;604_lipanpan.cpp;72.2;27;218_radiancesheep.cpp;71.7;
675_sahil_yadav.cpp;28;276_CSUwangj.cpp;72.1;
75_kmt_sro.cpp;29;336_anh_tai.cpp;72.0;
