238_hua_shuo.cpp;0;550_hahaha.cpp;93.8;1;98_insomniacat.cpp;79.5;2;738_pyrexshorts.cpp;79.5;3;34_jtjl.cpp;77.5;4;198_acc-cn.cpp;79.5;
98_insomniacat.cpp;5;738_pyrexshorts.cpp;82.6;6;550_hahaha.cpp;84.6;7;507_leetcodedocteel.cpp;76.9;8;315_leetchunhui.cpp;74.5;
99_pikay.cpp;9;401_YunGoon.cpp;82.2;10;217_zzxzxzzxz.cpp;79.1;11;372_Abdelfattah_Mohamed.cpp;75.0;
550_hahaha.cpp;12;738_pyrexshorts.cpp;81.4;13;198_acc-cn.cpp;77.5;
595_ketan11.cpp;14;758_astrowu.cpp;77.5;15;841_limuyu.cpp;72.3;
576_Mikchy.cpp;16;317_bfs07.cpp;80.0;
355_lozy219.cpp;17;217_zzxzxzzxz.cpp;71.4;18;115_RadianceSheep.cpp;65.0;
47_he-yu-am.cpp;19;387_killer_z.cpp;77.9;
138_15058617922.cpp;20;315_leetchunhui.cpp;70.5;21;108_lbjlc.cpp;80.7;22;333_wyj20154348.cpp;69.2;23;158_tutousi.cpp;65.3;
507_leetcodedocteel.cpp;24;97_smilyt_.cpp;80.0;25;279_everything_now.cpp;75.9;
738_pyrexshorts.cpp;26;115_RadianceSheep.cpp;74.0;
131_Simu1ator.cpp;27;637_Kode4Fun.cpp;89.7;28;34_jtjl.cpp;79.4;
535_Georgelmy.cpp;29;105_Gabriel2019.cpp;67.2;
