101_daurenabd.py;0;129_evanlb.py;100.0;1;134_weiyinfu.py;100.0;2;246_djqq89djq.py;100.0;3;295_kawasaki0424.py;100.0;4;322_anujgtm1.py;100.0;5;391_jcaoso1a.py;100.0;6;422_ddoudle.py;100.0;7;49_thuczh.py;100.0;8;543_logicalmath333.py;100.0;9;600_xin-nochang-da.py;100.0;10;677_jonathantsang.py;100.0;11;729_sleepybag.py;100.0;12;743_cheol.py;100.0;13;85_lyhshang.py;100.0;14;731_user7194i.py;100.0;15;697_please_AC.py;100.0;16;604_sameersingh150618.py;100.0;17;583_bradleyW.py;100.0;18;509_5lipper.py;100.0;19;438_pze168.py;100.0;20;39_pku_erutan.py;100.0;21;341_AlifArifin.py;100.0;22;310_yan_wei_zhe.py;100.0;23;250_sqqqqqq.py;100.0;24;156_stardustdl.py;100.0;25;131_alainlou.py;100.0;26;128_roeexu.py;100.0;27;118_womogenes.py;100.0;
103_amir-6.py;28;266_society765.py;100.0;29;34_Hexadecimal.py;100.0;
