10_luchy0120.java;0;79_flyman3046.java;72.0;1;170_aerysn.java;62.5;2;23_hahahiehie.java;57.8;3;98_knarf.java;46.3;4;2_uwi.java;40.3;5;6_tian-tang-6.java;29.9;6;75_hzx-12.java;26.8;
2_uwi.java;7;116_megaspazz.java;59.8;8;6_tian-tang-6.java;36.0;9;23_hahahiehie.java;26.2;
6_tian-tang-6.java;10;130_mcy4ever.java;49.6;11;116_megaspazz.java;41.4;12;125_anhpp.java;38.2;13;22_philip2207.java;34.2;14;146_olimpo.java;28.4;
112_abhigyankole.java;15;22_philip2207.java;49.4;16;71_jasonlaw-dev.java;26.0;
130_mcy4ever.java;17;125_anhpp.java;39.4;18;29_SaveVMK.java;26.1;19;22_philip2207.java;25.8;20;23_hahahiehie.java;25.4;
79_flyman3046.java;21;23_hahahiehie.java;38.3;22;191_punit3199.java;34.9;23;170_aerysn.java;34.5;24;98_knarf.java;28.7;
23_hahahiehie.java;25;75_hzx-12.java;35.5;26;98_knarf.java;31.9;27;170_aerysn.java;25.9;
30_rsajith.java;28;101_jaewonjo.java;30.3;
191_punit3199.java;29;144_66brother.java;29.7;
