1005_YanJF.java;0;434_duathaha.java;100.0;1;318_coder_amateur.java;100.0;2;979_happyleetcode.java;100.0;3;904_deepli.java;100.0;4;733_shengp.java;100.0;5;516_guoqiaomixian.java;100.0;6;984_NuozhouXu.java;100.0;7;1011_BeetFarmer.java;100.0;
1011_BeetFarmer.java;8;984_NuozhouXu.java;100.0;9;979_happyleetcode.java;100.0;10;904_deepli.java;100.0;11;733_shengp.java;100.0;12;516_guoqiaomixian.java;100.0;13;434_duathaha.java;100.0;14;318_coder_amateur.java;100.0;
11_arignote.java;15;924_cloudstrife0142.java;100.0;16;919_jimkirk.java;100.0;17;842_xianglaniunan.java;100.0;18;790_wen-cong-d.java;100.0;19;657_zac4.java;100.0;20;584_Axurez.java;100.0;21;515_william5.java;100.0;22;33_tian-tang-6.java;100.0;23;274_elleryqueenhomels.java;100.0;24;267_tstspp.java;100.0;
111_yiqunoy.java;25;40_uwi.java;100.0;26;300_rburnwal.java;100.0;27;283_jie-9i.java;100.0;
102_danile53.java;28;735_Madman_FF.java;100.0;29;699_happybelly.java;100.0;
