498_mei-shi-lai-shua-liang-ti.cpp;0;421_iridesce.cpp;100.0;1;65_Grave_Me_Gray_For_You.cpp;74.2;2;465_zyounan.cpp;70.5;
27_vipjml.cpp;3;14_Time-Limit.cpp;100.0;4;31_newhar.cpp;56.0;5;76_c_czl.cpp;54.5;6;376_psn.cpp;54.5;
421_iridesce.cpp;7;65_Grave_Me_Gray_For_You.cpp;74.2;8;465_zyounan.cpp;70.5;
382_justcansay666.cpp;9;348_JameyWoo.cpp;65.1;
65_Grave_Me_Gray_For_You.cpp;10;465_zyounan.cpp;64.8;
460_huan0808.cpp;11;339_tghoul.cpp;58.5;
265_TheSink.cpp;12;153_fei-kang.cpp;57.1;13;485_kscla.cpp;55.7;14;52_xyqkoala.cpp;53.3;15;443_zyx01.cpp;48.5;16;18_ZhuolinYang.cpp;48.3;
493_freedomDR.cpp;17;428_windlike-man.cpp;56.5;
14_Time-Limit.cpp;18;31_newhar.cpp;56.0;19;76_c_czl.cpp;54.5;20;376_psn.cpp;54.5;
417_HyyperMario.cpp;21;173_superj.cpp;53.5;
111_xinxin1000.cpp;22;215_lhrst.cpp;53.3;23;176_push_back.cpp;50.0;24;430_coral-4.cpp;48.2;25;419_ikaruga.cpp;48.2;
381_summerr.cpp;26;138_yanghaomai.cpp;51.7;
449_hamsik.cpp;27;353_izeuwy.cpp;51.6;
376_psn.cpp;28;31_newhar.cpp;49.1;
300_vipayyl.cpp;29;285_bluebear2.cpp;48.9;
