30_acw_yxc.cpp;0;4_heyshb.cpp;66.9;1;61_LighTcml.cpp;37.5;2;15_olimpo.cpp;33.0;3;38_CosmicWolf.cpp;33.0;
60_EUqr2c2cjD8nuX5K.cpp;4;63_AhmedSedek.cpp;50.8;5;15_olimpo.cpp;41.5;6;17_hamlet_fiis.cpp;38.9;7;44_rarakasm.cpp;35.5;8;38_CosmicWolf.cpp;37.2;9;61_LighTcml.cpp;39.8;10;6_xiaowuc1.cpp;37.2;11;59_xyz_zhzho.cpp;38.1;
63_AhmedSedek.cpp;12;38_CosmicWolf.cpp;41.9;13;59_xyz_zhzho.cpp;42.7;14;44_rarakasm.cpp;33.5;15;67_raynor30.cpp;45.0;
44_rarakasm.cpp;16;59_xyz_zhzho.cpp;46.9;17;4_heyshb.cpp;28.2;18;15_olimpo.cpp;28.0;19;41_ASAPIN.cpp;43.1;
59_xyz_zhzho.cpp;20;41_ASAPIN.cpp;43.3;
6_xiaowuc1.cpp;21;17_hamlet_fiis.cpp;39.8;22;15_olimpo.cpp;35.0;23;61_LighTcml.cpp;29.9;24;4_heyshb.cpp;29.7;
4_heyshb.cpp;25;38_CosmicWolf.cpp;35.1;
61_LighTcml.cpp;26;17_hamlet_fiis.cpp;35.6;28;15_olimpo.cpp;32.8;
15_olimpo.cpp;27;17_hamlet_fiis.cpp;32.0;29;40_tomjobs.cpp;28.3;
