905_u77.py;0;299_ruijiex.py;97.8;1;267_penguinarsonist.py;42.5;
746_riki_slark.py;2;411_galIe.py;66.6;3;711_Codeless.py;59.5;4;297_please_AC.py;46.1;
684_Saharsh-R.py;5;575_user1413nr.py;67.3;
250_JerryJin2905.py;6;101_serdes.py;60.9;
362_kimuchibox4000.py;7;328_Tonymontaro.py;60.0;
70__-_-_-.py;8;155_jdluckyday.py;51.1;9;149_ferrarima.py;44.6;
956_xavier90.py;10;465_yjt98765.py;51.1;11;573_ClaireLee.py;42.8;
209_rapchen.py;12;584_chuan-chih.py;56.6;13;654_zdu011.py;50.0;14;258_piscesdream-7.py;50.0;15;526_wangyehope.py;50.0;
514_craybabylovefatdeer.py;16;372_mufeng321.py;48.0;
151_sepehry.py;17;221_WindProphet.py;51.5;18;14_xi-jun-xiao-zi.py;45.4;19;886_endurance.py;51.5;20;409_hazelnut.py;51.5;
942_AnneTrojan.py;21;350_ars0.py;51.8;
495_yeqingh.py;22;137_zy101050.py;46.6;
205_apoi2333.py;23;196_AnIdiot.py;49.0;
522_kashimotoxiang.py;24;220_tanakat01.py;44.1;
987_leetcodeyu1990.py;25;311_lifuhuang.py;48.7;
850_ye15.py;26;638_everydayspecial.py;42.5;
601_tyhaha.py;27;308_user1841.py;45.2;
221_WindProphet.py;28;14_xi-jun-xiao-zi.py;44.1;
654_zdu011.py;29;526_wangyehope.py;44.4;
