75_cai_lw.cpp;0;739_cnaveen052.cpp;100.0;
699_ricardolanj.cpp;1;2_ASAPIN.cpp;100.0;2;25_yang12138.cpp;85.0;
353_LYButterfly.cpp;3;262_ASOP.cpp;100.0;26;500_Mew.cpp;82.5;
24_rtmkz.cpp;5;22_ianwong1999.cpp;96.8;
250_rickdiculous.cpp;6;622_victorgao.cpp;97.2;7;551_tuogy.cpp;96.9;8;167_richarddia.cpp;83.3;9;303_Sotskin.cpp;77.7;
553_stjfluquor.cpp;10;535_justinwongjianhui.cpp;91.6;
622_victorgao.cpp;11;551_tuogy.cpp;96.9;12;303_Sotskin.cpp;88.8;
610_brannn-s.cpp;13;499_Halobin.cpp;96.7;14;117_minhtien_142.cpp;78.3;
571_li-jia-shu.cpp;15;319_xyqkoala.cpp;96.0;
73_farmerboy.cpp;16;433_detergent.cpp;100.0;
249_Rohit323615.cpp;17;108_Heltion.cpp;88.0;23;725_ltt198612.cpp;95.0;
725_ltt198612.cpp;18;108_Heltion.cpp;95.0;
519_izaj_iitkgp.cpp;19;120_ddmike.cpp;85.7;
465_xariniov9.cpp;20;157_no-one-21.cpp;85.7;
25_yang12138.cpp;21;2_ASAPIN.cpp;85.0;22;289_tomjobs.cpp;86.3;
500_Mew.cpp;4;262_ASOP.cpp;82.5;
587_lipanpan.cpp;24;578_karansehgal15.cpp;94.4;
645_chaoqin-li.cpp;25;112_pyxpyx1992.cpp;81.0;
303_Sotskin.cpp;27;551_tuogy.cpp;81.8;28;532_xiao-cai-niao-44.cpp;80.5;
372_sguo-lq.cpp;29;361_themechanicalcoder.cpp;80.0;
