1004_doubleq-2k.py;0;1319_too-young-too-naive.py;100.0;1;1550_zjulsh.py;100.0;2;2090_ajz34.py;100.0;3;2198_Zarc.py;100.0;4;2250_codepeasant.py;100.0;5;36_anthonyhkf.py;100.0;6;57_swf.py;100.0;7;827_hanwang.py;100.0;8;530_xfcherish.py;100.0;9;2230_leandroacosta.py;100.0;10;2143_fanyilang.py;100.0;11;1915_wu-wu-lu-lu.py;100.0;12;1481_thuutin.py;100.0;13;12_xiaowuc1.py;100.0;14;1224_bhargav3.py;100.0;
1034_dl3182.py;15;1333_popo55668.py;100.0;16;346_prospective1123.py;100.0;17;80_ychzhou.py;100.0;18;642_jsshang.py;100.0;19;195_nick314.py;100.0;
1148_lllegion.py;20;1270_WayWardCC.py;100.0;21;1542_bdts.py;100.0;22;22_han3000.py;100.0;23;2259_bryantbyr.py;100.0;24;2229_Zkoochak.py;100.0;25;216_gdo2012.py;100.0;26;2029_fuckleeeetcode.py;100.0;27;1755_zhdv.py;100.0;28;1570_bohr6t.py;100.0;29;1359_acms.py;100.0;
