1078_ballon.cpp;0;1128_yzhang1.cpp;100.0;1;182_barcahead.cpp;100.0;2;1602_namdaes.cpp;100.0;3;1322_hian.cpp;100.0;4;1206_aleetcoder21.cpp;100.0;5;528_code4all.cpp;100.0;6;37_ljing.cpp;100.0;7;340_Necctor.cpp;100.0;8;273_Joe97.cpp;100.0;9;2313_xzj104.cpp;100.0;10;2171_einsgate.cpp;100.0;11;2135_yebolai123.cpp;100.0;12;1893_bergenst.cpp;100.0;13;836_sunil1821.cpp;100.0;14;821_agoodloser.cpp;100.0;15;705_yoofor.cpp;100.0;16;66_raincoat911.cpp;100.0;17;550_duplex143.cpp;100.0;
1053_minhquanym.cpp;18;564_ASOP.cpp;100.0;19;1740_Chentao_wang.cpp;100.0;
1090_smallman.cpp;20;46_sammochen.cpp;100.0;21;2077_LIUHUANUCAS.cpp;100.0;22;2060_nprassas01.cpp;100.0;23;1978_ZSShen.cpp;100.0;24;1765_amitnsky.cpp;100.0;25;1699_hattonl.cpp;100.0;26;1484_machinist9.cpp;100.0;27;1442_leocp1.cpp;100.0;28;1312_Albahaca.cpp;100.0;29;1172_pyrexshorts.cpp;100.0;
