287_xu-ri-dong-sheng-f.cpp;0;1009_Sh1v0m.cpp;100.0;1;1005_wo-bu-shi-yun-qi-wang.cpp;100.0;
1011_buyaojiaowobisai.cpp;2;116_PiggyHead.cpp;100.0;3;741_harshitkkk.cpp;100.0;4;654_receiling.cpp;100.0;5;495_hkmaxi.cpp;100.0;6;352_sammyRe.cpp;100.0;7;321_reflect.cpp;100.0;8;222_shahnirmit2503.cpp;100.0;
1010_albert-wukong.cpp;9;853_SweetSheryl.cpp;100.0;10;462_MezMeRriZze.cpp;100.0;11;246_xiaocanglan.cpp;100.0;
102_panpeng.cpp;12;833_wxuanhe.cpp;100.0;13;204_mei-qian-chi-bai-cai.cpp;100.0;14;954_zalkar-z.cpp;100.0;15;950_rashmi9.cpp;100.0;16;927_kg1910.cpp;100.0;
104_nguyen_hoanh.cpp;17;406_chendongcharlie.cpp;100.0;18;303_jenilvagadiya1998.cpp;100.0;19;225_raincoat911.cpp;100.0;20;182_katorin.cpp;100.0;
103__kay.cpp;21;877_keyvank1.cpp;100.0;22;839_wjjjjj.cpp;100.0;23;546_vishydeepi.cpp;100.0;24;517_meepo2.cpp;100.0;25;49_olimpo.cpp;100.0;26;368_EDIEEE.cpp;100.0;27;363_morikka.cpp;100.0;28;361_hamlet_fiis.cpp;100.0;
1009_Sh1v0m.cpp;29;1005_wo-bu-shi-yun-qi-wang.cpp;100.0;
