1002_97chenhc.cpp;0;210_foreverblue.cpp;100.0;1;21_Akatsuki_.cpp;100.0;2;29_shang-jin.cpp;100.0;3;306_yujin-5.cpp;100.0;4;273_Sariabell.cpp;100.0;5;162_he-yu-am.cpp;100.0;6;222_lwpyr.cpp;100.0;7;403_CE_RE_WAyitiaolong.cpp;100.0;8;408_newbie-19.cpp;100.0;9;439_dunderbird.cpp;100.0;10;437_farhanshahoriar.cpp;100.0;11;531_jasxu.cpp;100.0;12;405_hamsik.cpp;100.0;13;589_candyore.cpp;100.0;14;980_liketheflower.cpp;100.0;15;928_jinlibao.cpp;100.0;16;915_ronicorn.cpp;100.0;17;838_shjtrdh.cpp;100.0;18;817_FighterNan.cpp;100.0;19;741_moiriba.cpp;100.0;20;696_jackiehan.cpp;100.0;21;627_krivakin.cpp;100.0;22;1013_rejected.cpp;100.0;
162_he-yu-am.cpp;23;1013_rejected.cpp;100.0;
1007_xia-feng-zhi-yu.cpp;24;867_colinchen94.cpp;100.0;25;837_ww32cc.cpp;100.0;26;500_tarptaeya.cpp;100.0;27;370_ctzsm.cpp;100.0;28;167_txingml.cpp;100.0;29;11_Bediver.cpp;100.0;
