1000_weiting-4.cpp;0;296_parfenov.cpp;100.0;1;359_cyrodw.cpp;100.0;2;371_Skywk.cpp;100.0;3;433_Wilson1996.cpp;100.0;4;47_Heltion.cpp;100.0;5;540_kphmd.cpp;100.0;6;651_Rayleigh0328.cpp;100.0;7;609_st_d.cpp;100.0;8;544_19903487846.cpp;100.0;9;517_nik_y.cpp;100.0;10;457_hansen111.cpp;100.0;11;44_wa_king.cpp;100.0;12;42_dacdodinh99.cpp;100.0;13;187_tdteach.cpp;100.0;14;995_alhawd.cpp;100.0;15;917_bingo-.cpp;100.0;16;910_munghatekartik.cpp;100.0;17;8_pr3pony.cpp;100.0;18;86_cuiaoxiang.cpp;100.0;19;801_yi1994324.cpp;100.0;20;747_genxium.cpp;100.0;21;676_ling-feng-ting-yu.cpp;100.0;22;11_wjli.cpp;100.0;
100_htedsv-i.cpp;23;485_yi-xie-zhi-qiu-85.cpp;100.0;24;453_zhli22.cpp;100.0;25;373_EUqr2c2cjD8nuX5K.cpp;100.0;26;369_mengtairun.cpp;100.0;
1008_starcosmos.cpp;27;781_ztllng.cpp;100.0;28;353_Tyrande.cpp;100.0;29;312_rarakasm.cpp;100.0;
